FID	place_name	category1	dem_RANGE	dem_MEAN	fac_MEAN	hdis_MIN	hdis_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	vdis_MIN	vdis_MEAN
27481	¤é¤ë¤s²ø	¤s	20.00 	47.13 	168.58 	0.00 	364.88 	1.58 	17.88 	0.02 	0.00 	3.80 
27526	«C¤s³¡¸¨	¤s	332.00 	183.22 	224.89 	0.00 	363.39 	15.68 	396.69 	0.25 	0.00 	74.62 
27528	¤j¤s¸}	¤s	19.00 	10.45 	17443.69 	0.00 	287.21 	2.22 	18.76 	0.03 	0.00 	2.72 
27602	¤¤¤s¨½	¤s	20.00 	12.00 	34.00 	215.41 	1018.06 	1.63 	19.15 	0.02 	0.00 	6.48 
27603	«Ë¤s¥J	¤s	20.00 	10.86 	40.12 	226.27 	954.96 	1.55 	18.97 	0.02 	0.00 	6.36 
27695	¤s¤t¥x	¤s	20.00 	17.29 	91.45 	0.00 	629.22 	1.66 	18.01 	0.02 	0.00 	5.68 
27701	¤s¥J	¤s	17.00 	18.92 	128.83 	0.00 	329.97 	1.66 	17.70 	0.02 	0.00 	5.48 
27747	±æ¶m¦y¤s	¤s	619.00 	1029.17 	189.47 	0.00 	448.85 	25.30 	602.85 	0.42 	0.00 	211.70 
27796	ªQ¤s¨½	¤s	11.00 	1.63 	538.08 	0.00 	312.05 	1.55 	10.33 	0.02 	0.00 	1.07 
27797	¤s¥J«á	¤s	11.00 	1.65 	530.77 	0.00 	308.52 	1.56 	10.32 	0.02 	0.00 	1.07 
27798	¤s¥J	¤s	11.00 	1.73 	356.27 	0.00 	333.69 	1.53 	10.38 	0.02 	0.00 	1.12 
27800	«n¤s¨½	¤s	11.00 	1.37 	32.18 	0.00 	308.02 	1.63 	10.46 	0.02 	0.00 	1.12 
27801	¤s¥J¸}	¤s	11.00 	1.72 	515.10 	0.00 	285.73 	1.58 	10.24 	0.02 	0.00 	1.10 
27802	¤s¥J	¤s	11.00 	1.73 	356.27 	0.00 	333.69 	1.53 	10.38 	0.02 	0.00 	1.12 
27829	¤s¸}	¤s	391.00 	332.71 	448.26 	0.00 	622.75 	13.98 	362.74 	0.23 	0.00 	71.42 
27831	¤W¤s¸}	¤s	217.00 	263.51 	91.05 	0.00 	625.14 	7.53 	283.01 	0.13 	0.00 	26.55 
27865	ÞQ¤s	¤s	236.00 	176.79 	89.01 	0.00 	385.63 	26.00 	243.51 	0.43 	0.00 	87.68 
27885	¤s¨½	¤s	363.00 	229.84 	8236.56 	0.00 	190.83 	18.26 	421.34 	0.32 	0.00 	63.51 
27888	¥ß¤s	¤s	1433.00 	2018.58 	54.83 	0.00 	753.46 	40.57 	1378.31 	0.78 	0.00 	749.72 
27911	¤s­·	¤s	854.00 	629.15 	3297.64 	0.00 	311.31 	31.89 	887.98 	0.57 	0.00 	199.41 
27917	¤s³±	¤s	1230.00 	1171.33 	2893.80 	0.00 	437.28 	40.85 	1139.91 	0.82 	0.00 	353.32 
28012	¯Q¤s	¤s	299.00 	539.35 	28.73 	0.00 	647.27 	19.92 	337.30 	0.32 	0.00 	84.20 
28027	¤s¥J¸}	¤s	176.00 	112.30 	320.42 	0.00 	210.52 	6.12 	152.33 	0.09 	0.00 	17.48 
28155	¤s¼d	¤s	5.00 	6.91 	48.24 	0.00 	695.36 	0.49 	5.49 	0.01 	0.00 	2.10 
28172	¤s¼d¤l	¤s	5.00 	7.26 	237.53 	0.00 	260.17 	0.57 	5.93 	0.01 	0.00 	0.81 
28173	¤U¤s¼d	¤s	10.00 	7.68 	214.73 	0.00 	352.58 	0.57 	7.86 	0.01 	0.00 	0.98 
28203	¥´ÅK¤s	¤s	6.00 	9.84 	101.63 	0.00 	325.50 	0.55 	7.30 	0.01 	0.00 	1.23 
28314	±m­i¤s²ø	¤s	128.00 	183.70 	185.24 	0.00 	496.83 	7.30 	151.64 	0.11 	0.00 	48.18 
28392	«n¤s³¡¸¨	¤s	671.00 	1211.41 	684.71 	0.00 	361.63 	21.02 	626.04 	0.36 	0.00 	149.92 
28424	±ö¶é¤s²ø	¤s	299.00 	184.48 	99.63 	0.00 	540.60 	22.62 	294.64 	0.35 	0.00 	112.80 
28430	±ö¶é¤s²ø	¤s	425.00 	247.91 	2842.09 	0.00 	300.75 	23.33 	560.30 	0.39 	0.00 	121.59 
28432	±öÄR¤s²ø	¤s	75.00 	140.49 	418.43 	0.00 	372.46 	3.65 	71.61 	0.05 	0.00 	16.40 
28433	±öÅb¤s²ø	¤s	309.00 	254.40 	77.89 	0.00 	557.08 	10.83 	274.23 	0.17 	0.00 	47.00 
28438	¬ü¤s³¡¸¨	¤s	230.00 	35.36 	39.38 	0.00 	487.94 	8.89 	265.11 	0.14 	0.00 	30.81 
28593	¤s¸}	¤s	373.00 	136.73 	1276.37 	0.00 	466.77 	18.48 	337.15 	0.30 	0.00 	76.58 
28669	¤s¥J¸}	¤s	6.00 	14.15 	60.48 	0.00 	292.00 	0.45 	5.68 	0.01 	0.00 	1.55 
28767	Ä_¤s®c	¤s	29.00 	171.71 	54.80 	0.00 	596.31 	1.35 	27.92 	0.02 	0.00 	9.89 
29051	¤s¥J¸}	¤s	224.00 	704.33 	68.38 	0.00 	439.04 	15.88 	248.16 	0.27 	0.00 	46.78 
29075	¤s¥J¸}	¤s	43.00 	11.80 	81.97 	0.00 	645.91 	1.86 	32.09 	0.03 	0.00 	4.31 
29189	¦y¤s	¤s	62.00 	51.29 	90.15 	0.00 	437.19 	6.84 	58.97 	0.11 	0.00 	12.68 
29214	»ñ¤s­í	¤s	31.00 	22.76 	383.39 	0.00 	245.49 	1.96 	31.71 	0.02 	0.00 	4.88 
29242	¤s¥J¸}	¤s	152.00 	72.05 	35.25 	0.00 	812.23 	8.36 	145.03 	0.13 	0.00 	30.15 
29259	¤ûÀY¤s	¤s	7.00 	23.59 	207.31 	0.00 	204.26 	0.64 	7.54 	0.01 	0.00 	2.12 
29451	µU¬}¤s	¤s	15.00 	18.41 	239.96 	0.00 	325.10 	0.96 	33.34 	0.01 	0.00 	3.71 
29452	¤s¸}	¤s	117.00 	40.66 	181.35 	0.00 	388.09 	5.21 	126.46 	0.08 	0.00 	17.44 
29463	ÀsÆq¤s	¤s	476.00 	209.63 	106.55 	0.00 	692.55 	17.54 	391.14 	0.28 	0.00 	130.66 
29467	?·}¤s	¤s	32.00 	16.15 	402.37 	0.00 	542.87 	1.54 	29.69 	0.02 	0.00 	10.02 
29494	ÆN¤s	¤s	772.00 	710.84 	9657.82 	0.00 	254.44 	31.70 	742.24 	0.56 	0.00 	189.32 
29541	¤s¸}	¤s	112.00 	180.08 	89.49 	0.00 	483.20 	4.57 	106.58 	0.07 	0.00 	48.37 
29594	«È¶®¤s	¤s	102.00 	67.02 	472.48 	0.00 	619.39 	9.94 	98.39 	0.14 	0.00 	46.47 
29607	¤s¼d¥J	¤s	7.00 	5.16 	238.80 	0.00 	525.46 	0.70 	7.04 	0.01 	0.00 	1.45 
29649	¤U¤s¼d	¤s	5.00 	1.97 	390.71 	0.00 	572.10 	0.46 	5.09 	0.01 	0.00 	1.29 
29672	¤s¼d	¤s	6.00 	3.42 	632.43 	0.00 	442.33 	0.64 	5.70 	0.01 	0.00 	1.74 
29715	¤s¼d	¤s	39.00 	25.86 	113.05 	0.00 	295.31 	1.58 	44.32 	0.02 	0.00 	3.04 
29736	¤s¤l¸}	¤s	102.00 	40.82 	76.54 	0.00 	371.17 	5.26 	87.29 	0.07 	0.00 	22.15 
29743	¤U¤s¸}	¤s	97.00 	40.71 	76.42 	0.00 	370.35 	5.45 	87.29 	0.08 	0.00 	21.46 
29749	¶ê¤s«°	¤s	244.00 	236.95 	43.49 	0.00 	566.71 	19.33 	255.41 	0.31 	0.00 	57.00 
29751	¶ê¤s¾ô	¤s	344.00 	417.87 	64.12 	0.00 	563.05 	17.29 	315.22 	0.26 	0.00 	98.70 
29793	ÀAÂ¸¤s²ø	¤s	241.00 	102.92 	103.80 	0.00 	290.07 	16.36 	315.83 	0.27 	0.00 	41.27 
29801	«BªL¤s²ø	¤s	578.00 	559.45 	25.46 	0.00 	726.04 	25.59 	554.68 	0.42 	0.00 	226.31 
29830	«n¤sªÀ°Ï	¤s	227.00 	232.35 	903.66 	0.00 	257.48 	18.35 	264.82 	0.30 	0.00 	63.60 
29854	»ð¤s³÷	¤s	276.00 	107.66 	12764.66 	0.00 	315.00 	13.05 	245.86 	0.22 	0.00 	63.79 
29863	¦y¤s°ï	¤s	84.00 	64.14 	98.04 	0.00 	316.89 	3.46 	85.39 	0.05 	0.00 	13.67 
29872	¯ù¤s	¤s	246.00 	83.55 	12363.71 	0.00 	485.84 	13.48 	222.68 	0.22 	0.00 	58.36 
29977	±Y¤s	¤s	21.00 	19.30 	30.00 	0.00 	633.66 	1.11 	18.97 	0.01 	0.00 	3.61 
30032	¦Ë¤s	¤s	117.00 	56.19 	27.08 	160.00 	738.69 	6.05 	114.68 	0.09 	0.00 	21.53 
30081	·t¤s	¤s	120.00 	335.00 	3007.54 	0.00 	412.67 	8.57 	130.23 	0.13 	0.00 	30.83 
30084	¦Ë¤s	¤s	171.00 	343.68 	607.23 	0.00 	572.20 	12.16 	154.68 	0.19 	0.00 	51.92 
30113	¤s­áªÀ	¤s	191.00 	427.13 	165.19 	0.00 	480.66 	13.54 	192.56 	0.22 	0.00 	54.25 
30116	¤j¥ÛÀY¤s¸}	¤s	319.00 	492.26 	32.53 	0.00 	546.06 	14.20 	281.64 	0.23 	0.00 	71.82 
30202	±Y¤s¥J	¤s	565.00 	478.64 	605.19 	0.00 	423.56 	28.39 	495.02 	0.48 	0.00 	161.07 
30210	¤T©MÄR´º¤s²ø	¤s	13.00 	42.34 	87.33 	0.00 	435.78 	0.96 	15.02 	0.01 	0.00 	3.57 
30219	¯Q¤sÀY	¤s	587.00 	561.42 	139.39 	0.00 	403.75 	28.56 	565.82 	0.50 	0.00 	215.58 
30241	Àt¦ò¤s	¤s	4.00 	8.60 	79.76 	0.00 	344.35 	0.40 	6.32 	0.00 	0.00 	0.97 
30247	¤s¤U©±	¤s	36.00 	149.26 	48.82 	0.00 	514.87 	1.75 	31.80 	0.02 	0.00 	7.07 
30376	¤û¤æ¤s²ø	¤s	23.00 	21.98 	604.88 	0.00 	802.16 	1.35 	18.10 	0.02 	0.00 	5.43 
30410	¾ð¤sºÛ	¤s	143.00 	149.02 	1468.09 	0.00 	258.40 	6.49 	158.47 	0.10 	0.00 	22.48 
30441	³¾¼L¤s	¤s	633.00 	1054.71 	20.25 	0.00 	889.81 	28.78 	674.35 	0.49 	0.00 	290.11 
30442	°¨ªZ·þ¤s	¤s	668.00 	633.90 	28.54 	0.00 	684.97 	27.80 	574.94 	0.47 	0.00 	192.60 
30512	¨qÅr¤s	¤s	122.00 	143.69 	366.99 	0.00 	240.40 	12.11 	123.24 	0.19 	0.00 	27.60 
30525	¤Q¤K¦y¤s¸}	¤s	110.00 	37.07 	58.71 	0.00 	491.36 	3.54 	78.56 	0.05 	0.00 	13.96 
30529	¤Q¤K¦y¤s¸}	¤s	110.00 	36.33 	60.39 	0.00 	482.18 	3.40 	77.49 	0.05 	0.00 	13.44 
30573	ªEºÓ¤s¸}	¤s	83.00 	28.90 	74.21 	0.00 	404.01 	1.88 	66.51 	0.03 	0.00 	7.95 
30574	ªEºÓ¤s¸}	¤s	87.00 	29.55 	70.96 	0.00 	409.57 	2.01 	67.43 	0.03 	0.00 	8.44 
30577	ªEºÓ¤s¸}	¤s	83.00 	28.50 	73.97 	0.00 	399.81 	1.82 	65.70 	0.03 	0.00 	7.66 
30586	¶ê¤s¥J	¤s	38.00 	53.44 	153.90 	0.00 	252.72 	1.81 	38.01 	0.02 	0.00 	9.86 
30639	¹Ó±g¤s	¤s	20.00 	12.44 	31.79 	0.00 	855.66 	1.26 	20.41 	0.02 	0.00 	7.72 
30657	¤s¥J	¤s	22.00 	7.77 	115.11 	0.00 	538.34 	1.84 	20.09 	0.02 	0.00 	5.41 
30668	¤j¤s¦y	¤s	23.00 	13.90 	121.51 	0.00 	450.70 	1.96 	21.03 	0.03 	0.00 	7.45 
30669	»í¤æ¤s	¤s	21.00 	12.92 	136.81 	0.00 	449.95 	2.16 	21.64 	0.03 	0.00 	7.28 
30690	¤U¤s¥J¼d	¤s	2.00 	0.93 	37.40 	0.00 	402.24 	0.22 	2.64 	0.00 	0.00 	0.50 
30778	¤j¤s¥J	¤s	5.00 	0.57 	31.06 	40.00 	599.59 	1.10 	23.42 	0.01 	0.00 	0.59 
30784	¦è®ü§À¡B¤j¤s¥J	¤s	17.00 	0.87 	22.31 	40.00 	556.85 	1.37 	41.33 	0.02 	0.00 	0.88 
30806	¤s°\	¤s	6.00 	1.40 	30.83 	40.00 	676.19 	0.87 	11.78 	0.01 	0.00 	1.42 
30835	¤jª÷¤sªÀ°Ï	¤s	127.00 	202.88 	84.55 	0.00 	268.78 	5.73 	122.05 	0.09 	0.00 	23.77 
30877	¶ï¤s	¤s	2.00 	0.67 	28.37 	0.00 	338.61 	0.40 	2.43 	0.00 	0.00 	0.51 
30965	¤å¤s	¤s	125.00 	60.52 	53.36 	0.00 	386.17 	6.29 	106.02 	0.09 	0.00 	24.05 
31073	¤U¤j¤s¸}	¤s	34.00 	15.47 	33.52 	160.00 	1172.26 	2.15 	34.50 	0.03 	0.00 	9.87 
31081	¤U¤s	¤s	425.00 	444.94 	477.59 	0.00 	277.90 	23.04 	470.83 	0.39 	0.00 	90.37 
31082	¤U¤s¤U	¤s	41.00 	34.14 	91.84 	0.00 	259.52 	2.03 	43.80 	0.03 	0.00 	9.88 
31083	¤U¤s¤l¸}	¤s	4.00 	2.63 	109.88 	0.00 	306.11 	0.32 	4.07 	0.00 	0.00 	1.55 
31084	¤U¤s¥J¸}	¤s	94.00 	39.91 	76.84 	0.00 	367.97 	5.39 	86.39 	0.08 	0.00 	20.64 
31085	¤U¤s¸}	¤s	193.00 	96.34 	6832.56 	0.00 	292.48 	7.03 	156.97 	0.11 	0.00 	30.64 
31086	¤U¤s¼d	¤s	4.00 	2.76 	551.87 	0.00 	181.93 	0.55 	3.80 	0.01 	0.00 	1.29 
31092	¤s½Þ³´	¤s	184.00 	79.81 	97.68 	0.00 	386.05 	15.67 	162.91 	0.24 	0.00 	43.02 
31097	¤s¥J¸}	¤s	52.00 	28.52 	702.08 	0.00 	562.55 	2.23 	39.73 	0.03 	0.00 	6.45 
31122	¤å­^¤s²ø	¤s	86.00 	79.26 	76.32 	0.00 	390.36 	13.85 	88.34 	0.21 	0.00 	28.80 
31153	·s¤s¥J¼d	¤s	4.00 	0.18 	2.21 	40.00 	343.40 	1.23 	3.42 	0.01 	0.00 	0.19 
31155	¤éµØ¤s²ø	¤s	697.00 	992.15 	100.90 	0.00 	394.42 	30.37 	649.25 	0.53 	0.00 	145.25 
31181	¤s¥­³¡¸¨	¤s	417.00 	352.06 	77.66 	0.00 	399.26 	11.84 	393.37 	0.20 	0.00 	59.03 
31207	¤j­»¤s	¤s	255.00 	154.77 	126.56 	0.00 	694.31 	21.40 	284.25 	0.34 	0.00 	115.15 
31222	¥Û¤s³¡¸¨	¤s	180.00 	28.25 	55.54 	0.00 	399.89 	4.13 	120.86 	0.06 	0.00 	15.91 
31259	ª÷¦L¤s²ø	¤s	101.00 	29.27 	725.10 	0.00 	231.47 	9.45 	100.13 	0.15 	0.00 	17.37 
31286	¤j°^¤s	¤s	298.00 	234.55 	1532.02 	0.00 	462.12 	20.09 	360.98 	0.33 	0.00 	75.74 
31376	¤s¨½³¡¸¨	¤s	391.00 	247.65 	7057.22 	0.00 	223.70 	19.72 	441.27 	0.34 	0.00 	80.01 
31442	¤s¥J¸}	¤s	6.00 	16.05 	34.75 	0.00 	583.06 	0.55 	6.33 	0.01 	0.00 	2.64 
31468	¥b¤s¥J	¤s	202.00 	279.30 	108.89 	0.00 	318.37 	11.25 	223.62 	0.17 	0.00 	42.83 
31469	¾î¤s¥J	¤s	818.00 	817.22 	119.25 	0.00 	380.07 	34.53 	738.77 	0.61 	0.00 	188.01 
31622	±Y¤s±V	¤s	88.00 	55.00 	463.48 	0.00 	223.97 	1.98 	85.24 	0.03 	0.00 	4.71 
31632	¾î¤s§À	¤s	53.00 	61.63 	242.85 	0.00 	399.19 	2.96 	68.52 	0.05 	0.00 	5.38 
31665	¤s½Þ¸]	¤s	107.00 	69.64 	77.78 	0.00 	339.15 	8.77 	96.84 	0.13 	0.00 	25.79 
31739	¨ª¤s	¤s	28.00 	17.69 	45.42 	0.00 	580.71 	3.22 	31.43 	0.05 	0.00 	3.40 
31746	¾î¤s	¤s	108.00 	83.12 	208.20 	0.00 	341.30 	10.69 	128.42 	0.16 	0.00 	18.81 
31764	¤p¯Q¤s¡B¯Q¤s¸}	¤s	90.00 	80.64 	54.93 	0.00 	453.73 	9.64 	88.71 	0.13 	0.00 	18.54 
31841	®ü¤s¿j¥J½`	¤s	12.00 	4.63 	49.30 	0.00 	342.77 	1.78 	22.18 	0.02 	0.00 	2.20 
31867	¦Z¤s¥J	¤s	114.00 	89.55 	28.35 	0.00 	883.67 	12.36 	103.05 	0.19 	0.00 	31.95 
31941	«e±Y¤s	¤s	10.00 	3.46 	57.47 	0.00 	269.73 	0.61 	8.04 	0.01 	0.00 	1.49 
31942	«á±Y¤s	¤s	10.00 	2.89 	26.23 	0.00 	242.27 	1.09 	9.51 	0.01 	0.00 	1.17 
32190	°Â¤s	¤s	526.00 	1857.41 	25.91 	0.00 	672.82 	22.61 	559.05 	0.37 	0.00 	188.92 
32199	¤j³ó¤s²ø	¤s	136.00 	79.35 	19.18 	322.49 	1194.89 	9.65 	123.38 	0.16 	0.00 	35.11 
32285	¤jµØ¤s²ø	¤s	248.00 	178.11 	25.47 	0.00 	598.18 	14.81 	261.05 	0.23 	0.00 	101.09 
32296	¤s¼d	¤s	3.00 	5.39 	71.91 	0.00 	410.00 	0.32 	2.85 	0.00 	0.00 	1.08 
32312	¥b¤s¶®	¤s	481.00 	676.11 	105.90 	0.00 	633.44 	25.75 	458.24 	0.43 	0.00 	189.64 
32313	¥b¤s¶®	¤s	183.00 	31.94 	262.58 	0.00 	284.80 	7.78 	167.25 	0.12 	0.00 	24.66 
32344	ÀY«e¤s¥J	¤s	5.00 	2.80 	357.54 	0.00 	418.81 	0.51 	4.78 	0.01 	0.00 	1.11 
32399	¤õ¤s¤f	¤s	715.00 	1298.25 	16.53 	521.54 	1237.12 	24.85 	663.11 	0.40 	0.00 	402.36 
32451	ªêÀY¤s	¤s	385.00 	216.42 	15.05 	200.00 	801.87 	20.97 	389.37 	0.34 	0.00 	141.17 
32483	¤s®ü	¤s	116.00 	31.72 	10.78 	40.00 	623.01 	8.60 	114.12 	0.13 	0.00 	32.11 
32603	¤T²Á¤s³¡¸¨	¤s	328.00 	205.19 	7494.34 	0.00 	167.60 	16.51 	350.82 	0.29 	0.00 	46.12 
32607	¤ë¬Ü¤s¤U	¤s	10.00 	7.99 	144.93 	0.00 	401.82 	0.65 	9.36 	0.01 	0.00 	1.20 
32615	°ª¤s³¡¸¨	¤s	399.00 	91.70 	27.33 	144.22 	1095.00 	23.66 	488.76 	0.39 	0.00 	70.67 
32671	¤s¥J«e	¤s	27.00 	28.11 	472.74 	0.00 	266.75 	2.27 	28.71 	0.03 	0.00 	6.03 
32673	¥b¤s¶®	¤s	183.00 	29.80 	259.65 	0.00 	292.96 	7.29 	163.86 	0.12 	0.00 	23.02 
32757	¶³®ü¤s²ø	¤s	93.00 	52.61 	206.81 	0.00 	232.80 	6.60 	91.58 	0.09 	0.00 	21.02 
32766	¤s¥JÃä	¤s	366.00 	202.08 	46.71 	0.00 	559.22 	12.11 	359.48 	0.19 	0.00 	64.05 
32777	·¬¤¦¥ÕÅS¤s²ø	¤s	245.00 	111.72 	36.21 	0.00 	500.25 	14.97 	236.17 	0.23 	0.00 	80.88 
32778	®ü¤Ñ¤s²ø	¤s	233.00 	61.09 	53.27 	0.00 	611.08 	11.21 	210.08 	0.17 	0.00 	50.07 
32791	¤s¸}	¤s	247.00 	104.59 	77.19 	0.00 	386.91 	12.12 	202.18 	0.18 	0.00 	51.00 
32866	¤U¦c¬X¤s	¤s	98.00 	46.46 	122.41 	0.00 	277.42 	5.69 	86.56 	0.08 	0.00 	23.80 
32885	»ð¤s¤U	¤s	212.00 	59.05 	219.15 	0.00 	651.39 	6.77 	171.45 	0.11 	0.00 	25.03 
32935	¦Ë¥J¤s	¤s	274.00 	458.21 	211.20 	0.00 	364.93 	17.72 	258.78 	0.27 	0.00 	72.72 
32954	¦W¤H¤s²ø	¤s	244.00 	292.57 	166.79 	0.00 	269.64 	13.96 	221.66 	0.23 	0.00 	44.59 
32979	Â×¤s³¡¸¨	¤s	24.00 	53.51 	136.95 	0.00 	409.47 	0.94 	48.77 	0.01 	0.00 	8.76 
33007	¤ñ¦ò§Q¤s²ø	¤s	81.00 	30.20 	97.70 	0.00 	387.66 	4.96 	67.31 	0.08 	0.00 	12.03 
33008	¤ñ¦ò§Q¤s²ø	¤s	112.00 	67.89 	644.73 	0.00 	468.28 	11.60 	107.66 	0.17 	0.00 	33.78 
33012	Àt¤s	¤s	100.00 	187.64 	201.63 	0.00 	349.46 	10.77 	122.63 	0.17 	0.00 	35.09 
33100	¤s®ü¤j¦a	¤s	172.00 	33.61 	95.83 	0.00 	429.54 	8.57 	176.11 	0.13 	0.00 	24.36 
33101	¤s®üÆ[ªÀ°Ï	¤s	105.00 	224.65 	16.00 	488.26 	1503.37 	4.65 	105.01 	0.06 	39.00 	107.48 
33107	¤s¤l¸}	¤s	2.00 	3.78 	68.70 	0.00 	420.86 	0.38 	2.94 	0.00 	0.00 	1.25 
33108	¤s¤l¸}	¤s	52.00 	28.52 	702.08 	0.00 	562.55 	2.23 	39.73 	0.03 	0.00 	6.45 
33110	¤s¤l¸}	¤s	22.00 	26.46 	46.43 	0.00 	449.98 	1.47 	24.60 	0.02 	0.00 	3.96 
33111	¤s¤l?	¤s	56.00 	69.39 	964.16 	0.00 	223.35 	2.31 	58.12 	0.03 	0.00 	10.41 
33112	¤s¤t¥x	¤s	20.00 	17.29 	91.45 	0.00 	629.22 	1.66 	18.01 	0.02 	0.00 	5.68 
33113	¤s¤t¥x	¤s	20.00 	17.17 	88.44 	0.00 	652.47 	1.67 	18.04 	0.02 	0.00 	5.71 
33143	¤s¤U	¤s	127.00 	178.96 	6984.55 	0.00 	159.35 	7.76 	161.51 	0.12 	0.00 	27.43 
33144	¤s¤W	¤s	83.00 	49.66 	36.08 	0.00 	742.40 	5.44 	83.35 	0.08 	0.00 	24.79 
33145	¤s¤W	¤s	74.00 	36.10 	2965.34 	0.00 	277.15 	8.17 	77.58 	0.11 	0.00 	20.54 
33146	¤s¤WªÀ°Ï	¤s	30.00 	20.36 	9834.57 	0.00 	423.21 	2.03 	38.58 	0.03 	0.00 	4.17 
33150	¤s¤¤Äõ¶é	¤s	197.00 	517.09 	234.64 	0.00 	362.34 	14.37 	224.66 	0.23 	0.00 	51.83 
33157	¤s¥J¤º	¤s	8.00 	11.27 	72.37 	0.00 	318.73 	0.65 	8.01 	0.01 	0.00 	1.52 
33177	¤s¥J¨¤	¤s	173.00 	110.51 	343.22 	0.00 	208.13 	5.98 	148.97 	0.09 	0.00 	16.95 
33181	¤s¥J«á	¤s	11.00 	1.65 	530.77 	0.00 	308.52 	1.56 	10.32 	0.02 	0.00 	1.07 
33183	¤s¥JÀY	¤s	274.00 	324.97 	726.24 	0.00 	631.25 	15.24 	246.52 	0.24 	0.00 	64.03 
33201	¤sÝÓ¸}	¤s	271.00 	652.27 	37.30 	0.00 	616.28 	15.17 	238.11 	0.24 	0.00 	58.59 
33301	´I¤s	¤s	363.00 	634.93 	96.24 	0.00 	397.41 	22.52 	494.83 	0.37 	0.00 	100.02 
33344	·s¤s	¤s	393.00 	415.31 	6974.85 	0.00 	292.70 	15.45 	502.46 	0.25 	0.00 	74.97 
33359	¤½¤s¥J	¤s	166.00 	68.72 	1396.19 	0.00 	200.19 	14.91 	151.72 	0.23 	0.00 	34.27 
33366	ªêÀY¤s	¤s	103.00 	72.86 	321.82 	0.00 	469.49 	10.24 	99.51 	0.14 	0.00 	18.10 
33382	±N­x¤s	¤s	133.00 	94.01 	25.54 	0.00 	582.12 	14.13 	125.86 	0.21 	0.00 	30.83 
33441	¯Q¤s¼d	¤s	292.00 	146.86 	35.72 	0.00 	442.06 	19.04 	269.28 	0.30 	0.00 	72.31 
33449	¤p¯Q¤s	¤s	90.00 	79.76 	52.63 	0.00 	505.09 	9.59 	88.83 	0.13 	0.00 	18.52 
33496	¤­¤½¤s	¤s	667.00 	856.53 	13.76 	178.89 	972.56 	29.20 	776.19 	0.47 	65.00 	471.01 
33497	±æ¤s¸}	¤s	597.00 	267.19 	12725.26 	0.00 	413.35 	16.45 	506.71 	0.28 	0.00 	111.59 
33498	¤U±æ¤s	¤s	592.00 	312.03 	8807.87 	0.00 	446.59 	20.40 	565.70 	0.35 	0.00 	127.78 
33503	¤s¸}	¤s	54.00 	252.79 	14218.90 	0.00 	371.80 	3.10 	151.88 	0.04 	0.00 	13.46 
33552	·à¤s	¤s	263.00 	344.55 	12032.10 	0.00 	293.01 	17.43 	330.31 	0.28 	0.00 	75.76 
33649	¤s¼d	¤s	10.00 	35.67 	22.30 	0.00 	840.74 	0.73 	8.62 	0.01 	0.00 	2.88 
33711	¤j¤s¼d	¤s	7.00 	40.27 	237.99 	0.00 	414.07 	0.53 	7.46 	0.01 	0.00 	2.44 
33749	¤j¤s¼d	¤s	164.00 	133.20 	77.03 	0.00 	452.56 	4.04 	224.65 	0.07 	0.00 	12.55 
33772	¤s¥JÀY	¤s	274.00 	325.28 	727.34 	0.00 	632.90 	15.27 	246.64 	0.24 	0.00 	64.20 
33774	¤s¥­	¤s	404.00 	364.91 	62.42 	0.00 	596.83 	13.94 	437.79 	0.23 	0.00 	78.56 
33775	¤s¥Ö	¤s	27.00 	173.36 	72.10 	0.00 	657.50 	1.39 	27.16 	0.02 	0.00 	7.72 
33776	¤s¥Ö	¤s	27.00 	173.22 	69.22 	0.00 	653.77 	1.38 	27.19 	0.02 	0.00 	7.96 
33777	¤s¦aªùÂÂ§}	¤s	567.00 	562.86 	915.40 	0.00 	423.88 	28.78 	575.76 	0.50 	0.00 	192.04 
33840	¤s?¸]	¤s	93.00 	144.24 	129.44 	0.00 	574.66 	5.55 	92.38 	0.08 	0.00 	54.57 
33844	¤s?	¤s	10.00 	7.94 	60.60 	0.00 	363.22 	0.81 	20.48 	0.01 	0.00 	3.02 
33846	¤t¤å¤s	¤s	34.00 	21.06 	908.68 	0.00 	320.52 	2.64 	34.06 	0.04 	0.00 	7.15 
33926	®ü¤s¯Ë	¤s	60.00 	7.69 	47.50 	0.00 	514.95 	3.80 	61.48 	0.06 	0.00 	7.27 
33928	®ü¤s¯Ë	¤s	60.00 	7.69 	47.50 	0.00 	514.95 	3.80 	61.48 	0.06 	0.00 	7.27 
33948	­»¤s	¤s	76.00 	22.09 	427.76 	0.00 	468.22 	8.08 	70.89 	0.13 	0.00 	16.25 
33949	­»¤s	¤s	76.00 	22.09 	427.76 	0.00 	468.22 	8.08 	70.89 	0.13 	0.00 	16.25 
33950	­»¤s	¤s	76.00 	22.09 	427.76 	0.00 	468.22 	8.08 	70.89 	0.13 	0.00 	16.25 
33951	­»¤s	¤s	76.00 	22.09 	427.76 	0.00 	468.22 	8.08 	70.89 	0.13 	0.00 	16.25 
33952	­»¤s	¤s	76.00 	22.09 	427.76 	0.00 	468.22 	8.08 	70.89 	0.13 	0.00 	16.25 
33960	­»¤s¶í	¤s	89.00 	21.45 	90.78 	0.00 	575.75 	5.99 	84.51 	0.09 	0.00 	19.74 
